orig_file_name,file_name,hr_true,fps,frame_cnt
20240327210510537_tmp_c93908f0fde7d59a791e8824fda4870aaecb3a0999a4c586,1658-20240327210510537_tmp_c93908f0fde7d59a791e8824fda4870aaecb3a0999a4c586,66.0,,
20240328195811928_tmp_023afd1cc5fbdffea85e7da9d9a5d71495acf1029a655b5c,1659-20240328195811928_tmp_023afd1cc5fbdffea85e7da9d9a5d71495acf1029a655b5c,75.0,,
20240329131032431_tmp_ba163fc3cb623880f42d7a3d76e9eff5a2600d1830f3aab6,1660-20240329131032431_tmp_ba163fc3cb623880f42d7a3d76e9eff5a2600d1830f3aab6,64.0,,
20240402202402588_tmp_6a869dcc99c41256a0bb13334c31b043c355fcbbb4e2d059,1661-20240402202402588_tmp_6a869dcc99c41256a0bb13334c31b043c355fcbbb4e2d059,75.0,,
20240404200627497_tmp_c6f49f4468f2ccaa4cbdce01d616c8f4dbd9a66c79abb61f,1662-20240404200627497_tmp_c6f49f4468f2ccaa4cbdce01d616c8f4dbd9a66c79abb61f,74.0,,
20240405080456779_tmp_95bac5b133affc41e7bb23d8e289de3784f94a7c2a6f1558,1663-20240405080456779_tmp_95bac5b133affc41e7bb23d8e289de3784f94a7c2a6f1558,63.0,,
20240406130938525_tmp_c64de039c375c2228494a92d14237472,1664-20240406130938525_tmp_c64de039c375c2228494a92d14237472,68.0,,
20240408165910217_tmp_8e546a2e563b370b2ebae7608bc5f698acb151069747c9e1,1665-20240408165910217_tmp_8e546a2e563b370b2ebae7608bc5f698acb151069747c9e1,69.0,,
20240408204650258_tmp_4e6c92544703aff0bb5aaff0b4c560882d871dae4b532962,1666-20240408204650258_tmp_4e6c92544703aff0bb5aaff0b4c560882d871dae4b532962,67.0,,
20240409002934796_tmp_cbd827581210ad25c026dee7379bc8ae,1667-20240409002934796_tmp_cbd827581210ad25c026dee7379bc8ae,72.0,,
20240409094913147_tmp_2a382dbdcc0c5ca45931ef00abcca1c6,1668-20240409094913147_tmp_2a382dbdcc0c5ca45931ef00abcca1c6,62.0,,
20240409230548692_tmp_c4228da36139efb1ef335b7ecd5de4328d7c173d07312a9f,1669-20240409230548692_tmp_c4228da36139efb1ef335b7ecd5de4328d7c173d07312a9f,62.0,,
20240410215424458_tmp_6faa60b30c16833efc78b9decd906aa8958bbebf1745e124,1670-20240410215424458_tmp_6faa60b30c16833efc78b9decd906aa8958bbebf1745e124,65.0,,
20240412164445440_tmp_bb0719705ed07539903adca45b2f614d,1671-20240412164445440_tmp_bb0719705ed07539903adca45b2f614d,87.0,,
20240414093253069_tmp_899efc1aa918ccc27f6a0eb0677e9a94,1672-20240414093253069_tmp_899efc1aa918ccc27f6a0eb0677e9a94,73.0,,
20240415191153313_tmp_af13cfc596c5cc64888207abd551c4cf,1673-20240415191153313_tmp_af13cfc596c5cc64888207abd551c4cf,74.0,,
20240415202211220_tmp_d7c3e1db083ec9042e201e355e7203c09ef7548f0f2fd061,1674-20240415202211220_tmp_d7c3e1db083ec9042e201e355e7203c09ef7548f0f2fd061,70.0,,
20240416073705030_tmp_36681d90ff9ee1ab4118fbd2f97432b61cb022ee0e1e4258,1675-20240416073705030_tmp_36681d90ff9ee1ab4118fbd2f97432b61cb022ee0e1e4258,70.0,,
20240418221906067_tmp_d935642eea2599b1ea4663506fe4c9670ab1dd1bd5468e3d,1676-20240418221906067_tmp_d935642eea2599b1ea4663506fe4c9670ab1dd1bd5468e3d,67.0,,
20240422141911272_tmp_5e014c025990de2a2ae5f4de60fb34abaed2513b23708e4f,1677-20240422141911272_tmp_5e014c025990de2a2ae5f4de60fb34abaed2513b23708e4f,93.0,,
20240424071953049_tmp_77d12370e85123988c2bff041bf3e58755ac5a3acf813b6f,1678-20240424071953049_tmp_77d12370e85123988c2bff041bf3e58755ac5a3acf813b6f,84.0,,
20240425181800056_tmp_598785836148d599010f0f4a25b7a4f8,1680-20240425181800056_tmp_598785836148d599010f0f4a25b7a4f8,94.0,,
20240428001105551_tmp_78be31a516fadfd3902b6295b4ec5f7dda055b2302f12c94,1681-20240428001105551_tmp_78be31a516fadfd3902b6295b4ec5f7dda055b2302f12c94,66.0,,
20240430090320470_tmp_b62d431354dfc9abd68a9d35c339716e8feeef88f45d46f3,1682-20240430090320470_tmp_b62d431354dfc9abd68a9d35c339716e8feeef88f45d46f3,81.0,,
20240502102419860_tmp_d5051c0fee5abd1b034aea3408a407158b72db117c683dc0,1683-20240502102419860_tmp_d5051c0fee5abd1b034aea3408a407158b72db117c683dc0,55.0,,
20240504212539984_tmp_93ee47a519bef79fdd53c6fcfa73eb3c0e21a3ac62b86dbd,1684-20240504212539984_tmp_93ee47a519bef79fdd53c6fcfa73eb3c0e21a3ac62b86dbd,74.0,,
20240507212337398_tmp_54f7fc9e09665eec8a9a88c3d56bcda7,1685-20240507212337398_tmp_54f7fc9e09665eec8a9a88c3d56bcda7,67.0,,
20240511074021674_tmp_6bcc05fe9d7f10512d454116d7812d9d1f7dcf106a68f261,1686-20240511074021674_tmp_6bcc05fe9d7f10512d454116d7812d9d1f7dcf106a68f261,58.0,,
20240514065426561_tmp_711247183b427da265cb958fa92fa34ddb196b44c5bd5609,1687-20240514065426561_tmp_711247183b427da265cb958fa92fa34ddb196b44c5bd5609,64.0,,
20240514175831448_tmp_92b25e7e4b2245e43631dc2ec12328cd,1688-20240514175831448_tmp_92b25e7e4b2245e43631dc2ec12328cd,77.0,,
20240515213825979_tmp_a405b4c91d26fd05aa08ff03e9c530ee8e2994076532581f,1689-20240515213825979_tmp_a405b4c91d26fd05aa08ff03e9c530ee8e2994076532581f,80.0,,
20240515225626201_tmp_40c9b66fea06d1970f3b1bc95d6cf903194f2bd6a954f02c,1690-20240515225626201_tmp_40c9b66fea06d1970f3b1bc95d6cf903194f2bd6a954f02c,72.0,,
20240518104559694_tmp_65ec9998061cc1a47260bf205de1726624f71ce03dde33b1,1691-20240518104559694_tmp_65ec9998061cc1a47260bf205de1726624f71ce03dde33b1,81.0,,
20240519072553899_tmp_dea8cfecf2948ca59557e3c7d844b90dcef1bc1deaba0e08,1692-20240519072553899_tmp_dea8cfecf2948ca59557e3c7d844b90dcef1bc1deaba0e08,75.0,,
20240521051810346_tmp_92b8355f0f62cd7be0c607798b61121716f1149fa201bf29,1693-20240521051810346_tmp_92b8355f0f62cd7be0c607798b61121716f1149fa201bf29,61.0,,
20240523092212547_tmp_99884e4104d01c61917264e8e5f401f36ad2aa449084eb1b,1694-20240523092212547_tmp_99884e4104d01c61917264e8e5f401f36ad2aa449084eb1b,76.0,,
20240527092036501_tmp_b6a54febe6a3d3fd1ed188d2d9eef1b2,1696-20240527092036501_tmp_b6a54febe6a3d3fd1ed188d2d9eef1b2,61.0,,
20240528064436407_tmp_ac0acea9512f0d5560c3a15f0eebf2bc,1697-20240528064436407_tmp_ac0acea9512f0d5560c3a15f0eebf2bc,73.0,,
20240529201058447_tmp_6251bd4cf98fc73a915a30bb75422534,1699-20240529201058447_tmp_6251bd4cf98fc73a915a30bb75422534,93.0,,
20240602004839422_tmp_827f356e21d3eef0cc14e00a1329517705a4de91d83bf698,1700-20240602004839422_tmp_827f356e21d3eef0cc14e00a1329517705a4de91d83bf698,64.0,,
20240602094542955_tmp_d4cc4ac63ef5a32f001f288fbf54ebe0b49b72d120871f21,1701-20240602094542955_tmp_d4cc4ac63ef5a32f001f288fbf54ebe0b49b72d120871f21,84.0,,
20240603091958944_tmp_a8837c2a043d6b338750efec3fcdaf81,1702-20240603091958944_tmp_a8837c2a043d6b338750efec3fcdaf81,57.0,,
20240608141535474_tmp_1e81ccb1fc459ade4cc8d31e6626f05a,1703-20240608141535474_tmp_1e81ccb1fc459ade4cc8d31e6626f05a,81.0,,
20240609140921541_tmp_fff8e431465920dbec091370185a437d,1704-20240609140921541_tmp_fff8e431465920dbec091370185a437d,72.0,,
20240609141336861_tmp_b5f5cb25c91871eb203779cd843399ee7d0db100d22e9909,1705-20240609141336861_tmp_b5f5cb25c91871eb203779cd843399ee7d0db100d22e9909,76.0,,
20240611090300758_tmp_3c698e794afe06343c86a87e21ba687034481214c68b0086,1706-20240611090300758_tmp_3c698e794afe06343c86a87e21ba687034481214c68b0086,78.0,,
20221215131713782_tmp_01cc3524d9312d3162b6f9ac3009b22c,700-20221215131713782_tmp_01cc3524d9312d3162b6f9ac3009b22c,80.0,29.916666666666668,688.0
20221216163627075_tmp_d3c72e53886010a5df1c4405c345ebf3,701-20221216163627075_tmp_d3c72e53886010a5df1c4405c345ebf3,67.0,24.916666666666668,635.0
20221216152500606_tmp_b3545a4f653a2231814263ebb9552e2d,702-20221216152500606_tmp_b3545a4f653a2231814263ebb9552e2d,89.0,24.916666666666668,556.0
20221216161054959_tmp_460578d0e2f9eab800dcd2519c57aa2b,703-20221216161054959_tmp_460578d0e2f9eab800dcd2519c57aa2b,72.0,24.916666666666668,581.0
20221216152034451_tmp_f2ed9b72e412b7826f2306a629ab1e34ff27aa011be2304d,704-20221216152034451_tmp_f2ed9b72e412b7826f2306a629ab1e34ff27aa011be2304d,77.0,29.97002997002997,659.0
20221216152357923_tmp_6b3f28c7f062017831b648518b42f0f3cdbd4ba2ea19fa6f,705-20221216152357923_tmp_6b3f28c7f062017831b648518b42f0f3cdbd4ba2ea19fa6f,73.0,29.916666666666668,674.0
20221216163300845_tmp_43b0b441eab2454e19f3c078ffea23e0,706-20221216163300845_tmp_43b0b441eab2454e19f3c078ffea23e0,89.0,24.916666666666668,557.0
20221216163157201_tmp_2b89cede39268edabb2b860ba4abdb2d,707-20221216163157201_tmp_2b89cede39268edabb2b860ba4abdb2d,92.0,24.0,545.0
20221215123414951_tmp_c856a4692eaa7d1c61ea074070888526,708-20221215123414951_tmp_c856a4692eaa7d1c61ea074070888526,79.0,30.0,671.0
20221215123244198_tmp_f31239d90dfa63fa0c49e439cefc59f5,709-20221215123244198_tmp_f31239d90dfa63fa0c49e439cefc59f5,81.0,30.0,758.0
20221215121845765_tmp_e387dc17006d6dcd9ee07ed58cd54a24,710-20221215121845765_tmp_e387dc17006d6dcd9ee07ed58cd54a24,70.0,29.916666666666668,668.0
20221215130033301_tmp_82639c85b0dffe7b95eeba2352f12690,711-20221215130033301_tmp_82639c85b0dffe7b95eeba2352f12690,108.0,29.83333333333333,669.0
20221215125822413_tmp_6b6ab6fc6591583d07affd8fd915bee3,712-20221215125822413_tmp_6b6ab6fc6591583d07affd8fd915bee3,108.0,29.83333333333333,670.0
20221216160334002_tmp_1d382ffc926f0fc1d9a205654adf58d6,713-20221216160334002_tmp_1d382ffc926f0fc1d9a205654adf58d6,83.0,24.916666666666668,557.0
20221216160227991_tmp_aed41234b71a89cf8aa30c6f385e5803,714-20221216160227991_tmp_aed41234b71a89cf8aa30c6f385e5803,85.0,24.916666666666668,567.0
20221215125134945_tmp_aceeea9ebaea7710ea29f58c71f46c18,715-20221215125134945_tmp_aceeea9ebaea7710ea29f58c71f46c18,71.0,29.916666666666668,670.0
20221216162009907_tmp_820b8d4fe99c9ea5688c64b2ec962eb9,716-20221216162009907_tmp_820b8d4fe99c9ea5688c64b2ec962eb9,55.0,24.916666666666668,584.0
20221216153502993_tmp_24928b97fd3a0ddd5fd6fda4bebc9caa,717-20221216153502993_tmp_24928b97fd3a0ddd5fd6fda4bebc9caa,82.0,24.916666666666668,562.0
20221216153134137_tmp_b2b50c32ee527c70bf0c1d9737efa2ef,718-20221216153134137_tmp_b2b50c32ee527c70bf0c1d9737efa2ef,83.0,24.916666666666668,560.0
20221216153241030_tmp_f1d02ba89ec84554ddebb2b274312a10,719-20221216153241030_tmp_f1d02ba89ec84554ddebb2b274312a10,80.0,24.916666666666668,561.0
20221216153345858_tmp_96bc92815d7a951e692f1149a01105ab,720-20221216153345858_tmp_96bc92815d7a951e692f1149a01105ab,79.0,29.916666666666668,696.0
20221216153606042_tmp_186796a405a3dc3f9fd6be08b47872e4,721-20221216153606042_tmp_186796a405a3dc3f9fd6be08b47872e4,83.0,24.916666666666668,556.0
20221216153733192_tmp_f84ab1a7abe922377d80c1eb842eb77b,722-20221216153733192_tmp_f84ab1a7abe922377d80c1eb842eb77b,76.0,24.916666666666668,564.0
20221216154731023_tmp_1f9c8bc085292938859bc68801066574,723-20221216154731023_tmp_1f9c8bc085292938859bc68801066574,74.0,24.916666666666668,557.0
20221216154924555_tmp_e3d5586deacf4a9a495ce1ad7cf10791,724-20221216154924555_tmp_e3d5586deacf4a9a495ce1ad7cf10791,77.0,24.916666666666668,583.0
20221216155010030_tmp_048d3e46aa46bfc1f91e5309fb0a5041,725-20221216155010030_tmp_048d3e46aa46bfc1f91e5309fb0a5041,78.0,24.916666666666668,592.0
20221216154838297_tmp_d6962107450aadf9ac683d769dd47f28,726-20221216154838297_tmp_d6962107450aadf9ac683d769dd47f28,88.0,24.916666666666668,556.0
20221216154501367_tmp_2293dc57eaa89cb32748a1fe1e7ad377,727-20221216154501367_tmp_2293dc57eaa89cb32748a1fe1e7ad377,86.0,24.916666666666668,556.0
20221216154634492_tmp_b7adf8f122f40fce1f77e00b8136d20b,728-20221216154634492_tmp_b7adf8f122f40fce1f77e00b8136d20b,83.0,24.916666666666668,556.0
20221216165830453_tmp_a05f71ab0b7ff1f110651ae6e0be89f7,729-20221216165830453_tmp_a05f71ab0b7ff1f110651ae6e0be89f7,67.0,24.916666666666668,556.0
20221216165423066_tmp_19a1cf18a7011e5cf6983499c33558b0,730-20221216165423066_tmp_19a1cf18a7011e5cf6983499c33558b0,70.0,24.916666666666668,667.0
20221216165659643_tmp_babb79753a22991563f61bbf1c5d572f,731-20221216165659643_tmp_babb79753a22991563f61bbf1c5d572f,73.0,24.916666666666668,590.0
20221216165515942_tmp_1c3da1bd29418b6fdb773494211607a8,732-20221216165515942_tmp_1c3da1bd29418b6fdb773494211607a8,70.0,24.916666666666668,633.0
20221216165748617_tmp_55472b5ee4db34c77729517f02a62750,733-20221216165748617_tmp_55472b5ee4db34c77729517f02a62750,67.0,24.916666666666668,557.0
20221216165612258_tmp_41f5f0034458f195cf51057646ade3f1,734-20221216165612258_tmp_41f5f0034458f195cf51057646ade3f1,68.0,24.916666666666668,665.0
20221215122600555_tmp_3af15d2258b862eee4f7b01921a3d2ca,735-20221215122600555_tmp_3af15d2258b862eee4f7b01921a3d2ca,98.0,29.916666666666668,669.0
20221215122111407_tmp_a4741ea408d44a8c0a90616b57c37dd2,736-20221215122111407_tmp_a4741ea408d44a8c0a90616b57c37dd2,98.0,30.0,695.0
20221215122702607_tmp_5c9dd0a0e887b284b511650937b7c918,737-20221215122702607_tmp_5c9dd0a0e887b284b511650937b7c918,95.0,30.0,698.0
20221215122333134_tmp_f38b2c3d9ab9f74df7cf8d3125576bdf,738-20221215122333134_tmp_f38b2c3d9ab9f74df7cf8d3125576bdf,97.0,29.916666666666668,728.0
20221215122225593_tmp_350827a5ab7a369aa8fccea38c78f489,739-20221215122225593_tmp_350827a5ab7a369aa8fccea38c78f489,99.0,29.916666666666668,674.0
20221215122441575_tmp_836147ac0cc650cc7ebd447a8e988987,740-20221215122441575_tmp_836147ac0cc650cc7ebd447a8e988987,95.0,29.916666666666668,669.0
20221202133808390_tmp_dc18cda50d454a564cc456eda592b173,800-20221202133808390_tmp_dc18cda50d454a564cc456eda592b173,79.0,24.916666666666668,556.0
20221104170629836_tmp_65c67e5baa5a185a375b9843445f1bad,801-20221104170629836_tmp_65c67e5baa5a185a375b9843445f1bad,59.0,24.916666666666668,578.0
20221201144750115_tmp_e8a025259119f5c48752e0bb20a07fd0,802-20221201144750115_tmp_e8a025259119f5c48752e0bb20a07fd0,73.0,24.0,552.0
20221111145101279_tmp_e67c13bb1df3318c8362e630ef85d6a0,803-20221111145101279_tmp_e67c13bb1df3318c8362e630ef85d6a0,82.0,24.916666666666668,714.0
20221118155308045_tmp_36f1be07915575dd1a0c736da026244a,804-20221118155308045_tmp_36f1be07915575dd1a0c736da026244a,64.0,24.0,549.0
20221120191117683_tmp_505c8ad1a28d4477d44707c5f2d5d3a4,805-20221120191117683_tmp_505c8ad1a28d4477d44707c5f2d5d3a4,92.0,24.916666666666668,575.0
20220312101208360_tmp_89022c3dc304a94f89f9044e9ba85618,806-20220312101208360_tmp_89022c3dc304a94f89f9044e9ba85618,79.0,30.0,795.0
20220312102039358_tmp_a676d2214ac201a3e27d03b464766f00,807-20220312102039358_tmp_a676d2214ac201a3e27d03b464766f00,77.0,30.0,675.0
20220312130158277_tmp_1acdf954c57550bd649e9661d7aa2b0d,808-20220312130158277_tmp_1acdf954c57550bd649e9661d7aa2b0d,77.0,30.0,675.0
20220320120005045_tmp_41dbd9c61362fcb08d467ab5b1f02675,809-20220320120005045_tmp_41dbd9c61362fcb08d467ab5b1f02675,72.0,30.0,675.0
20220321100755239_tmp_58cfc8aaeff56ca42988cb34a189cf80,810-20220321100755239_tmp_58cfc8aaeff56ca42988cb34a189cf80,75.0,30.0,676.0
20220322100653780_tmp_b73312fd646b248d27e78e5a8d1a75b7,811-20220322100653780_tmp_b73312fd646b248d27e78e5a8d1a75b7,74.0,30.0,697.0
20220322114118400_tmp_39b406402cee1f519c51cac23037084b,812-20220322114118400_tmp_39b406402cee1f519c51cac23037084b,74.0,30.0,676.0
20220323103025115_tmp_8d67a97a456fddee3c95e4f1898c628f,813-20220323103025115_tmp_8d67a97a456fddee3c95e4f1898c628f,68.0,30.0,674.0
20220325102208336_tmp_fb3468b6d2ea1b3da674cca59d5a35c4,814-20220325102208336_tmp_fb3468b6d2ea1b3da674cca59d5a35c4,77.0,30.0,673.0
20220329121904529_tmp_7780c61985930b49ac80460e18615b82,815-20220329121904529_tmp_7780c61985930b49ac80460e18615b82,65.0,30.0,675.0
20220331082839601_tmp_3731e43fd3a59740aa6d18e900f48ef3,816-20220331082839601_tmp_3731e43fd3a59740aa6d18e900f48ef3,62.0,30.0,673.0
20220402080949486_tmp_befc00303648f3d26242a928854e07f7,817-20220402080949486_tmp_befc00303648f3d26242a928854e07f7,62.0,30.0,674.0
20220403195027681_tmp_bece9f9ebfdcffb26feefe3f8ddb8278,818-20220403195027681_tmp_bece9f9ebfdcffb26feefe3f8ddb8278,85.0,30.0,673.0
20220404090033647_tmp_c214490f13e2cd0b13c27dc472b17db8,819-20220404090033647_tmp_c214490f13e2cd0b13c27dc472b17db8,82.0,30.0,687.0
20220405181618177_tmp_838309195cf043aa3ce11c7b940e55dc,820-20220405181618177_tmp_838309195cf043aa3ce11c7b940e55dc,76.0,30.0,674.0
20220408175758168_tmp_dd9f3924ed045187376ec5c5536727da,821-20220408175758168_tmp_dd9f3924ed045187376ec5c5536727da,71.0,30.0,692.0
20220410083033442_tmp_0585e98c3de68c06fb04cf3c85aa1f5d,822-20220410083033442_tmp_0585e98c3de68c06fb04cf3c85aa1f5d,56.0,30.0,743.0
20220411213815289_tmp_1b81131841b1ade5e465b73de25d1d7e,823-20220411213815289_tmp_1b81131841b1ade5e465b73de25d1d7e,75.0,30.0,649.0
20220417180023028_tmp_7ceff4840629b820d5995eb20f62e7d1,824-20220417180023028_tmp_7ceff4840629b820d5995eb20f62e7d1,74.0,30.0,675.0
20220418180436254_tmp_ec684ae3a210d02aa07dcf1f32c0e430,825-20220418180436254_tmp_ec684ae3a210d02aa07dcf1f32c0e430,67.0,30.0,781.0
20220420080608043_tmp_0cbfd5a5341bcce8e2349345d1b1350a,826-20220420080608043_tmp_0cbfd5a5341bcce8e2349345d1b1350a,59.0,30.0,673.0
20220422142517073_tmp_6931f0a8bd75d9ad821ebd650e8714b3,827-20220422142517073_tmp_6931f0a8bd75d9ad821ebd650e8714b3,71.0,30.0,674.0
20220423113107463_tmp_84ee9e91f55da899a79dfe6ef8a537ed,828-20220423113107463_tmp_84ee9e91f55da899a79dfe6ef8a537ed,79.0,30.0,740.0
20220425192421452_tmp_8eb6d52636188066f3d8590934bfc48d,829-20220425192421452_tmp_8eb6d52636188066f3d8590934bfc48d,75.0,30.0,798.0
20220426092358245_tmp_55975dc887ba80ad16cbec9df4eafa41,830-20220426092358245_tmp_55975dc887ba80ad16cbec9df4eafa41,65.0,30.0,634.0
20220427080622545_tmp_54c59a9051b48d212469842224058f71,831-20220427080622545_tmp_54c59a9051b48d212469842224058f71,57.0,30.0,673.0
20220504133126168_tmp_5b54eda283ecd936c1eef450590a46a8,832-20220504133126168_tmp_5b54eda283ecd936c1eef450590a46a8,78.0,30.0,603.0
20220506113456810_tmp_32585ba965825d399774f098c46b4078,833-20220506113456810_tmp_32585ba965825d399774f098c46b4078,71.0,30.0,674.0
20220507105533252_tmp_81e5a7f58e5676de71d3f70a6b76c4c9,834-20220507105533252_tmp_81e5a7f58e5676de71d3f70a6b76c4c9,80.0,30.0,674.0
20220521114845025_tmp_ed3e38ad553225210aca43949215103e,835-20220521114845025_tmp_ed3e38ad553225210aca43949215103e,69.0,30.0,674.0
20220522133109056_tmp_6c263a7a90d336d097b4ade2c0f66fb4,836-20220522133109056_tmp_6c263a7a90d336d097b4ade2c0f66fb4,69.0,30.0,768.0
20220603142735238_tmp_b19be67b328576fecf3599fb1961e476,837-20220603142735238_tmp_b19be67b328576fecf3599fb1961e476,78.0,30.0,603.0
20220604094523437_tmp_3d73899138aa72554c8a724e35c1122e,838-20220604094523437_tmp_3d73899138aa72554c8a724e35c1122e,77.0,30.0,700.0
20220607203000556_tmp_60be6a59ed324ab5d4b6679f36631485,839-20220607203000556_tmp_60be6a59ed324ab5d4b6679f36631485,76.0,30.0,675.0
20220609083138593_tmp_0f75cb235477499071f41445317e6f78,840-20220609083138593_tmp_0f75cb235477499071f41445317e6f78,75.0,30.0,604.0
20220611092655644_tmp_6dc32d2c7e13529313aa2c475cc82937,841-20220611092655644_tmp_6dc32d2c7e13529313aa2c475cc82937,69.0,30.0,674.0
20220621092305484_tmp_ae04a813fb1b6f9e8ec5ae55d5e30136,842-20220621092305484_tmp_ae04a813fb1b6f9e8ec5ae55d5e30136,74.0,30.0,655.0
20220624081919628_tmp_e476bce30512b075316ef8ad158e39b9,843-20220624081919628_tmp_e476bce30512b075316ef8ad158e39b9,68.0,30.0,677.0
20220626094322629_tmp_b5cd909b01ae071b94eee9b081f42231,844-20220626094322629_tmp_b5cd909b01ae071b94eee9b081f42231,80.0,30.0,673.0
20220627115854084_tmp_4f73b085dde5003769a0f6e5053e6ac2,845-20220627115854084_tmp_4f73b085dde5003769a0f6e5053e6ac2,68.0,30.0,688.0
20220813122005318_tmp_e8a4eaf1ef6a651026f04448006e2f92,846-20220813122005318_tmp_e8a4eaf1ef6a651026f04448006e2f92,72.0,30.0,690.0
20220814080917593_tmp_6ec46fe196265e5a767f3b4810d02a52,847-20220814080917593_tmp_6ec46fe196265e5a767f3b4810d02a52,56.0,30.0,675.0
20220817144221273_tmp_b1a7ecc79817949d2779eccbe50957d0,848-20220817144221273_tmp_b1a7ecc79817949d2779eccbe50957d0,73.0,30.0,825.0
20220820104333652_tmp_ba20da74be272e8fc2615cd18fcba7a8,849-20220820104333652_tmp_ba20da74be272e8fc2615cd18fcba7a8,74.0,30.0,675.0
20220914101156580_tmp_3ff55d2b35cd3f321b5862e4d57820a1,850-20220914101156580_tmp_3ff55d2b35cd3f321b5862e4d57820a1,70.0,29.83333333333333,667.0
20220915204659954_tmp_139fb98b79db6ccf55625b35e22de38f,851-20220915204659954_tmp_139fb98b79db6ccf55625b35e22de38f,67.0,24.916666666666668,560.0
20220916092928058_tmp_a537d430a17fed714faad55164a7800a,852-20220916092928058_tmp_a537d430a17fed714faad55164a7800a,55.0,24.0,540.0
20220919121257404_tmp_ff43fbc2a90b7f6f4cd482464c82804d,853-20220919121257404_tmp_ff43fbc2a90b7f6f4cd482464c82804d,65.0,24.0,563.0
20221006090135275_tmp_9ab4177b935b6e3c632d680ecc9cf38b,854-20221006090135275_tmp_9ab4177b935b6e3c632d680ecc9cf38b,72.0,29.916666666666668,672.0
20221007184043650_tmp_58e98297483a4165dbe5003067cee16c,855-20221007184043650_tmp_58e98297483a4165dbe5003067cee16c,70.0,24.916666666666668,666.0
20220311072426933_tmp_7bd2cffdf8bb85aa3aa180c1d4a6a1ae,856-20220311072426933_tmp_7bd2cffdf8bb85aa3aa180c1d4a6a1ae,76.0,30.0,731.0
20220311083349376_tmp_c74fc105bcdd5f5875ac2673b9803820,857-20220311083349376_tmp_c74fc105bcdd5f5875ac2673b9803820,75.0,30.0,610.0
20220311083602408_tmp_f21b7304fd7b6da6dbb97d334e5fabb2,858-20220311083602408_tmp_f21b7304fd7b6da6dbb97d334e5fabb2,75.0,30.0,643.0
20220311214905670_tmp_a7c5bc93ee02adc646f318868932e76d,859-20220311214905670_tmp_a7c5bc93ee02adc646f318868932e76d,85.0,30.0,628.0
20220311215214209_tmp_4d446cb41118f79d0e0cfbef9e22b1f5,860-20220311215214209_tmp_4d446cb41118f79d0e0cfbef9e22b1f5,80.0,30.0,609.0
20220311215441201_tmp_b24d9d9d0ab416a73aac354528e7dc14,861-20220311215441201_tmp_b24d9d9d0ab416a73aac354528e7dc14,80.0,30.0,714.0
20220311225136339_tmp_86d6cfc836924363a5e0d87e8b08a61d,862-20220311225136339_tmp_86d6cfc836924363a5e0d87e8b08a61d,65.0,30.0,604.0
20220311225344924_tmp_7a5822e0d92abacdc2f696d5232fdcf0,863-20220311225344924_tmp_7a5822e0d92abacdc2f696d5232fdcf0,65.0,30.0,596.0
20220312075456011_tmp_6348dc346742ce737da17b22612046e1,864-20220312075456011_tmp_6348dc346742ce737da17b22612046e1,65.0,30.0,617.0
20220312075822000_tmp_89f620d31739a6c8279a7097cf165f6d,865-20220312075822000_tmp_89f620d31739a6c8279a7097cf165f6d,65.0,30.0,634.0
20220312152158502_tmp_83dc551d0ddcf71c8c3fc6efab7d9c7e,866-20220312152158502_tmp_83dc551d0ddcf71c8c3fc6efab7d9c7e,60.0,30.0,466.0
20220312222523333_tmp_e52afa477c09fe3679e1b983fe4a29f6,867-20220312222523333_tmp_e52afa477c09fe3679e1b983fe4a29f6,65.0,30.0,580.0
20220312223818259_tmp_7ede7de227b5ea9883945811b6275c77,868-20220312223818259_tmp_7ede7de227b5ea9883945811b6275c77,80.0,30.0,611.0
20220312231214570_tmp_4dd701db7910b351968bc79735f7bf6a,869-20220312231214570_tmp_4dd701db7910b351968bc79735f7bf6a,75.0,30.0,649.0
20220312231401097_tmp_5a7d96db553a62cfd937cef8f488022e,870-20220312231401097_tmp_5a7d96db553a62cfd937cef8f488022e,65.0,30.0,602.0
20220313083107878_tmp_52dd714153f5f0c8099aae6e9c978b04,871-20220313083107878_tmp_52dd714153f5f0c8099aae6e9c978b04,65.0,30.0,593.0
20220313084430497_tmp_73a4d5167491333b770f505cab471f75,872-20220313084430497_tmp_73a4d5167491333b770f505cab471f75,65.0,30.0,605.0
20220313100922562_tmp_d05fd655b6fe4b10a66f94837940fd57,873-20220313100922562_tmp_d05fd655b6fe4b10a66f94837940fd57,70.0,30.0,597.0
20220313101115122_tmp_f2a73bafef533fba74ccab096cd714b6,874-20220313101115122_tmp_f2a73bafef533fba74ccab096cd714b6,70.0,30.0,679.0
20220313101248692_tmp_5c402b1866203eb0e938a383ff9c70d7,875-20220313101248692_tmp_5c402b1866203eb0e938a383ff9c70d7,65.0,30.0,755.0
20220313155951186_tmp_00da4eb577e05a200154062fbb9dddf4,876-20220313155951186_tmp_00da4eb577e05a200154062fbb9dddf4,65.0,30.0,573.0
20220324180950754_tmp_524a4d97259342db5b6417c5f1559bdf,877-20220324180950754_tmp_524a4d97259342db5b6417c5f1559bdf,65.0,30.0,610.0
20220324181255850_tmp_cb86490cdb0cb3367f508ea3ca852f19,878-20220324181255850_tmp_cb86490cdb0cb3367f508ea3ca852f19,65.0,30.0,618.0
